x of grid center     y of grid center out degree in degree
     205000             4125000         38        19 
     205000             4135000         35        44 
     205000             4145000         37        42 
     205000             4155000         39        20 
     205000             4165000         42        18 
     205000             4175000         27        32 
     215000             4125000         31        22 
     215000             4135000         37        49 
     215000             4145000         36        48 
     215000             4155000         35        13 
     215000             4165000         31        17 
     215000             4175000         30        43 
     225000             4135000         21        46 
     225000             4145000         28        48 
     225000             4155000         27        49 
     225000             4165000         25        21 
     225000             4175000         26        44 
     235000             4155000         25        49 
     235000             4165000         24        49 
     235000             4175000         23        53 
     245000             4155000         22        47 
     245000             4165000         22        65 
     245000             4175000         21        110
     255000             4165000         22        57 
     255000             4175000         20        116
     265000             4445000         71        29 
     275000             4445000         63        50 
     285000             4445000         123       109
     285000             4455000         118       110
     295000             4445000         104       21 
     295000             4455000         88        51 
     295000             4465000         77        106
     305000             4445000         136       22 
     305000             4455000         106       69 
     305000             4465000         100       97 
     305000             4475000         99        56 
     305000             4485000         107       56 
     315000             4445000         125       23 
     315000             4455000         104       57 
     315000             4465000         156       12 
     315000             4475000         114       8  
     315000             4485000         126       47 
     315000             4495000         135       54 
     325000             4445000         110       35 
     325000             4455000         99        46 
     325000             4465000         110       19 
     325000             4475000         94        29 
     325000             4485000         104       39 
     325000             4495000         95        58 
     325000             4505000         58        50 
     335000             4445000         111       34 
     335000             4455000         84        33 
     335000             4465000         73        45 
     335000             4475000         107       25 
     335000             4485000         100       34 
     335000             4495000         83        51 
     335000             4505000         4         45 
     335000             4515000         7         39 
     345000             4445000         99        35 
     345000             4455000         3         33 
     345000             4465000         97        27 
     345000             4475000         132       23 
     345000             4485000         117       25 
     345000             4495000         87        42 
     345000             4505000         99        46 
     345000             4515000         68        43 
     345000             4525000         9         39 
     355000             4445000         92        24 
     355000             4455000         79        13 
     355000             4465000         74        23 
     355000             4475000         72        22 
     355000             4485000         107       21 
     355000             4495000         134       22 
     355000             4505000         96        33 
     355000             4515000         105       54 
     355000             4525000         2         36 
     365000             4445000         51        28 
     365000             4455000         81        16 
     365000             4465000         75        26 
     365000             4475000         72        12 
     365000             4485000         68        14 
     365000             4495000         127       18 
     365000             4505000         96        20 
     365000             4515000         94        55 
     365000             4525000         3         36 
     375000             4445000         75        27 
     375000             4455000         82        13 
     375000             4465000         100       28 
     375000             4475000         113       9  
     375000             4485000         90        7  
     375000             4495000         66        14 
     375000             4505000         139       20 
     375000             4515000         106       53 
     385000             4445000         86        11 
     385000             4455000         76        12 
     385000             4465000         125       37 
     385000             4475000         119       22 
     385000             4485000         82        3  
     385000             4495000         76        9  
     385000             4505000         128       17 
     385000             4515000         104       52 
     395000             4445000         49        20 
     395000             4455000         50        12 
     395000             4465000         93        40 
     395000             4475000         153       38 
     395000             4485000         116       7  
     395000             4495000         97        9  
     395000             4505000         122       13 
     395000             4515000         108       62 
     405000             4445000         18        27 
     405000             4455000         18        28 
     405000             4465000         26        29 
     405000             4475000         93        42 
     405000             4485000         142       41 
     405000             4495000         119       47 
     405000             4505000         117       60 
     405000             4515000         93        62 
     415000             4455000         17        30 
     415000             4465000         17        27 
     415000             4475000         23        30 
     415000             4485000         17        33 
     415000             4495000         15        39 
     415000             4505000         13        38 
     425000             4465000         17        27 
     425000             4475000         15        25 
     425000             4485000         17        23 
     425000             4495000         16        27 
     425000             4505000         12        18 
     435000             4485000         22        20 
     145000             4235000         69        22 
     145000             4245000         67        66 
     145000             4255000         57        195
     145000             4265000         68        184
     145000             4275000         54        96 
     145000             4285000         74        88 
     145000             4295000         71        33 
     145000             4305000         34        43 
     145000             4315000         58        56 
     145000             4325000         127       102
     145000             4335000         112       194
     155000             4215000         41        8  
     155000             4225000         55        21 
     155000             4235000         69        38 
     155000             4245000         59        147
     155000             4255000         47        204
     155000             4265000         52        103
     155000             4275000         68        68 
     155000             4285000         47        30 
     155000             4295000         29        47 
     155000             4305000         24        47 
     155000             4315000         23        47 
     155000             4325000         82        110
     155000             4335000         96        95 
     155000             4345000         91        157
     165000             4195000         47        9  
     165000             4205000         48        24 
     165000             4215000         59        24 
     165000             4225000         65        31 
     165000             4235000         59        95 
     165000             4245000         64        195
     165000             4255000         62        198
     165000             4265000         42        92 
     165000             4275000         63        38 
     165000             4285000         28        45 
     165000             4295000         23        47 
     165000             4305000         12        21 
     165000             4315000         18        27 
     165000             4325000         61        56 
     165000             4335000         87        93 
     165000             4345000         76        172
     165000             4355000         61        151
     175000             4185000         74        19 
     175000             4195000         58        30 
     175000             4205000         55        26 
     175000             4215000         54        17 
     175000             4225000         42        31 
     175000             4235000         52        143
     175000             4245000         41        195
     175000             4255000         57        100
     175000             4265000         65        92 
     175000             4275000         45        30 
     175000             4285000         23        45 
     175000             4295000         14        47 
     175000             4305000         11        47 
     175000             4315000         23        41 
     175000             4325000         63        55 
     175000             4335000         69        74 
     175000             4345000         71        68 
     175000             4355000         69        153
     185000             4185000         59        37 
     185000             4195000         42        32 
     185000             4205000         35        18 
     185000             4215000         38        29 
     185000             4225000         47        39 
     185000             4235000         59        193
     185000             4245000         50        191
     185000             4255000         41        106
     185000             4265000         63        62 
     185000             4275000         28        21 
     185000             4285000         22        43 
     185000             4295000         17        47 
     185000             4305000         23        47 
     185000             4315000         24        59 
     185000             4325000         63        55 
     185000             4335000         76        67 
     185000             4345000         72        66 
     185000             4355000         63        153
     185000             4365000         81        150
     185000             4375000         45        4  
     185000             4385000         7         6  
     185000             4395000         5         6  
     195000             4185000         18        23 
     195000             4195000         31        33 
     195000             4205000         30        42 
     195000             4215000         38        39 
     195000             4225000         42        98 
     195000             4235000         47        193
     195000             4245000         44        73 
     195000             4255000         30        97 
     195000             4265000         55        69 
     195000             4275000         29        23 
     195000             4285000         25        41 
     195000             4295000         26        45 
     195000             4305000         25        56 
     195000             4315000         58        50 
     195000             4325000         89        24 
     195000             4335000         93        83 
     195000             4345000         66        64 
     195000             4355000         51        22 
     195000             4365000         104       150
     195000             4375000         10        5  
     195000             4385000         78        4  
     195000             4395000         3         12 
     195000             4405000         6         13 
     205000             4185000         28        46 
     205000             4195000         33        38 
     205000             4205000         36        41 
     205000             4215000         40        112
     205000             4225000         46        176
     205000             4235000         35        185
     205000             4245000         39        73 
     205000             4255000         42        99 
     205000             4265000         37        44 
     205000             4275000         32        18 
     205000             4285000         29        27 
     205000             4295000         29        39 
     205000             4305000         53        40 
     205000             4315000         81        42 
     205000             4325000         67        22 
     205000             4335000         85        80 
     205000             4345000         94        73 
     205000             4355000         42        31 
     205000             4365000         94        151
     205000             4375000         123       81 
     205000             4385000         105       73 
     205000             4395000         133       39 
     205000             4405000         75        12 
     205000             4415000         60        13 
     205000             4425000         56        13 
     215000             4185000         28        36 
     215000             4195000         32        21 
     215000             4205000         30        115
     215000             4215000         30        162
     215000             4225000         29        168
     215000             4235000         25        73 
     215000             4245000         38        71 
     215000             4255000         37        97 
     215000             4265000         33        34 
     215000             4275000         31        20 
     215000             4285000         29        32 
     215000             4295000         7         36 
     215000             4305000         73        15 
     215000             4315000         69        15 
     215000             4325000         54        35 
     215000             4335000         52        36 
     215000             4345000         90        67 
     215000             4355000         83        70 
     215000             4365000         119       129
     215000             4375000         94        131
     215000             4385000         123       126
     215000             4395000         87        82 
     215000             4405000         71        68 
     215000             4415000         120       26 
     215000             4425000         97        16 
     225000             4185000         24        21 
     225000             4195000         26        66 
     225000             4205000         27        153
     225000             4215000         23        157
     225000             4225000         30        67 
     225000             4235000         29        75 
     225000             4245000         35        83 
     225000             4255000         21        90 
     225000             4265000         30        37 
     225000             4275000         31        34 
     225000             4285000         11        31 
     225000             4295000         42        11 
     225000             4305000         58        11 
     225000             4315000         51        32 
     225000             4325000         6         30 
     225000             4335000         12        28 
     225000             4345000         54        41 
     225000             4355000         117       78 
     225000             4365000         114       75 
     225000             4375000         110       121
     225000             4385000         114       125
     225000             4395000         74        124
     225000             4405000         99        120
     225000             4415000         76        64 
     225000             4425000         92        5  
     235000             4185000         23        57 
     235000             4195000         24        114
     235000             4205000         14        149
     235000             4215000         22        73 
     235000             4225000         27        57 
     235000             4235000         33        61 
     235000             4245000         30        106
     235000             4255000         18        88 
     235000             4265000         20        30 
     235000             4275000         33        33 
     235000             4285000         32        70 
     235000             4295000         44        62 
     235000             4305000         62        28 
     235000             4315000         43        29 
     235000             4325000         11        25 
     235000             4335000         21        57 
     235000             4345000         14        54 
     235000             4355000         27        51 
     235000             4365000         117       75 
     235000             4375000         118       65 
     235000             4385000         83        41 
     235000             4395000         128       115
     235000             4405000         142       123
     235000             4415000         124       122
     235000             4425000         80        59 
     245000             4185000         27        108
     245000             4195000         20        101
     245000             4205000         23        133
     245000             4215000         26        74 
     245000             4225000         28        26 
     245000             4235000         31        80 
     245000             4245000         16        93 
     245000             4255000         17        19 
     245000             4265000         20        18 
     245000             4275000         23        15 
     245000             4285000         26        60 
     245000             4295000         32        68 
     245000             4305000         90        71 
     245000             4315000         55        26 
     245000             4325000         42        45 
     245000             4335000         48        70 
     245000             4345000         14        47 
     245000             4355000         18        43 
     245000             4365000         19        49 
     245000             4375000         81        62 
     245000             4385000         109       59 
     245000             4395000         87        55 
     245000             4405000         110       112
     245000             4415000         141       118
     245000             4425000         108       68 
     245000             4435000         90        31 
     255000             4185000         18        115
     255000             4195000         20        92 
     255000             4205000         18        8  
     255000             4215000         25        70 
     255000             4225000         18        29 
     255000             4235000         16        92 
     255000             4245000         16        78 
     255000             4255000         18        26 
     255000             4265000         19        21 
     255000             4275000         21        17 
     255000             4285000         25        14 
     255000             4295000         28        11 
     255000             4305000         40        68 
     255000             4315000         86        65 
     255000             4325000         68        63 
     255000             4335000         48        55 
     255000             4345000         53        41 
     255000             4355000         52        41 
     255000             4365000         42        49 
     255000             4375000         24        48 
     255000             4385000         59        42 
     255000             4395000         107       57 
     255000             4405000         98        45 
     255000             4415000         114       113
     255000             4425000         127       113
     255000             4435000         87        55 
     265000             4185000         16        111
     265000             4195000         13        101
     265000             4205000         16        92 
     265000             4215000         23        72 
     265000             4225000         13        37 
     265000             4235000         14        92 
     265000             4245000         13        45 
     265000             4255000         14        79 
     265000             4265000         18        80 
     265000             4275000         19        75 
     265000             4285000         23        72 
     265000             4295000         26        74 
     265000             4305000         32        71 
     265000             4315000         38        64 
     265000             4325000         48        67 
     265000             4335000         57        66 
     265000             4345000         46        64 
     265000             4355000         45        52 
     265000             4365000         50        52 
     265000             4375000         64        53 
     265000             4385000         67        57 
     265000             4395000         104       50 
     265000             4405000         117       54 
     265000             4415000         109       108
     265000             4425000         87        110
     265000             4435000         153       63 
     275000             4185000         12        109
     275000             4195000         11        112
     275000             4205000         14        110
     275000             4215000         20        156
     275000             4225000         19        83 
     275000             4235000         11        100
     275000             4245000         11        88 
     275000             4255000         13        103
     275000             4265000         17        98 
     275000             4275000         20        103
     275000             4285000         21        102
     275000             4295000         21        95 
     275000             4305000         25        73 
     275000             4315000         33        92 
     275000             4325000         34        92 
     275000             4335000         32        84 
     275000             4345000         39        88 
     275000             4355000         42        57 
     275000             4365000         49        61 
     275000             4375000         49        58 
     275000             4385000         57        51 
     275000             4395000         73        55 
     275000             4405000         117       54 
     275000             4415000         136       49 
     275000             4425000         125       107
     275000             4435000         102       109
     285000             4185000         8         149
     285000             4195000         8         166
     285000             4205000         13        173
     285000             4215000         5         167
     285000             4225000         17        121
     285000             4235000         9         213
     285000             4245000         10        127
     285000             4255000         13        106
     285000             4265000         15        91 
     285000             4275000         15        66 
     285000             4285000         16        27 
     285000             4295000         24        95 
     285000             4305000         23        91 
     285000             4315000         31        71 
     285000             4325000         31        10 
     285000             4335000         46        64 
     285000             4345000         44        57 
     285000             4355000         45        88 
     285000             4365000         64        74 
     285000             4375000         51        68 
     285000             4385000         72        71 
     285000             4395000         61        47 
     285000             4405000         84        49 
     285000             4415000         122       52 
     285000             4425000         124       68 
     285000             4435000         112       108
     295000             4195000         8         165
     295000             4205000         8         176
     295000             4215000         8         179
     295000             4225000         15        239
     295000             4235000         8         212
     295000             4245000         12        209
     295000             4255000         5         38 
     295000             4265000         6         32 
     295000             4275000         10        29 
     295000             4285000         10        25 
     295000             4295000         13        23 
     295000             4305000         19        23 
     295000             4315000         22        21 
     295000             4325000         37        57 
     295000             4335000         41        75 
     295000             4345000         70        72 
     295000             4355000         70        71 
     295000             4365000         49        54 
     295000             4375000         46        51 
     295000             4385000         66        69 
     295000             4395000         75        72 
     295000             4405000         64        43 
     295000             4415000         77        40 
     295000             4425000         120       49 
     295000             4435000         147       47 
     305000             4205000         8         165
     305000             4215000         8         255
     305000             4225000         13        234
     305000             4235000         8         210
     305000             4245000         9         228
     305000             4255000         6         46 
     305000             4265000         7         16 
     305000             4275000         9         11 
     305000             4285000         10        12 
     305000             4295000         15        11 
     305000             4305000         16        7  
     305000             4315000         13        16 
     305000             4325000         41        11 
     305000             4335000         69        51 
     305000             4345000         44        6  
     305000             4355000         64        11 
     305000             4365000         50        46 
     305000             4375000         47        8  
     305000             4385000         51        42 
     305000             4395000         69        69 
     305000             4405000         70        39 
     305000             4415000         41        33 
     305000             4425000         116       31 
     305000             4435000         136       39 
     315000             4235000         9         199
     315000             4245000         11        120
     315000             4255000         5         20 
     315000             4265000         5         13 
     315000             4275000         13        9  
     315000             4285000         9         8  
     315000             4295000         15        6  
     315000             4305000         20        6  
     315000             4315000         71        7  
     315000             4325000         72        8  
     315000             4335000         72        14 
     315000             4345000         65        18 
     315000             4355000         61        19 
     315000             4365000         50        46 
     315000             4375000         34        46 
     315000             4385000         27        11 
     315000             4395000         54        67 
     315000             4405000         75        39 
     315000             4415000         76        32 
     315000             4425000         111       29 
     315000             4435000         134       34 
     325000             4265000         9         15 
     325000             4275000         14        7  
     325000             4285000         16        6  
     325000             4295000         71        8  
     325000             4305000         120       4  
     325000             4315000         134       15 
     325000             4325000         228       15 
     325000             4335000         240       16 
     325000             4345000         226       19 
     325000             4355000         172       24 
     325000             4365000         57        48 
     325000             4375000         45        46 
     325000             4385000         27        12 
     325000             4395000         78        65 
     325000             4405000         65        35 
     325000             4415000         87        30 
     325000             4425000         115       34 
     325000             4435000         133       31 
     335000             4305000         138       3  
     335000             4315000         208       19 
     335000             4325000         215       19 
     335000             4335000         133       17 
     335000             4345000         237       19 
     335000             4355000         248       23 
     335000             4365000         164       32 
     335000             4375000         45        50 
     335000             4385000         53        56 
     335000             4395000         80        68 
     335000             4405000         94        32 
     335000             4415000         75        31 
     335000             4425000         109       32 
     335000             4435000         141       23 
     345000             4315000         153       15 
     345000             4325000         130       20 
     345000             4335000         11        26 
     345000             4345000         22        25 
     345000             4355000         169       28 
     345000             4365000         242       29 
     345000             4375000         217       33 
     345000             4385000         211       47 
     345000             4395000         257       33 
     345000             4405000         244       29 
     345000             4415000         178       30 
     345000             4425000         165       32 
     345000             4435000         165       32 
     355000             4325000         176       32 
     355000             4335000         5         32 
     355000             4345000         13        32 
     355000             4355000         198       29 
     355000             4375000         234       27 
     355000             4395000         233       27 
     355000             4405000         229       27 
     355000             4415000         164       19 
     355000             4425000         123       32 
     355000             4435000         138       29 
     365000             4325000         94        32 
     365000             4335000         57        32 
     365000             4345000         20        30 
     365000             4355000         40        30 
     365000             4395000         248       31 
     365000             4405000         250       30 
     365000             4415000         175       36 
     365000             4425000         96        33 
     365000             4435000         75        29 
     375000             4335000         46        23 
     375000             4345000         47        31 
     375000             4355000         10        31 
     375000             4425000         134       28 
     375000             4435000         81        30 
     385000             4355000         7         17 
     385000             4425000         70        30 
     385000             4435000         90        30 
     395000             4425000         121       28 
     395000             4435000         35        27 
 
 
 
 
